-0.185485,-0.595797,0.0133391
0.00794997,-0.589386,0.0239477
0.141085,-0.582408,-0.0534627
0.146369,-0.581171,0.0116784
0.00198623,2.02038,0.0303025
1.43057,1.31774,-1.81506
1.43033,1.4214,-1.81547
1.65535,1.44266,-1.99923
1.67571,1.53627,-1.99746
0.981942,-0.413714,-1.46287
1.01276,-0.484247,-1.46656
1.03563,-0.431544,-1.46808
0.992633,-0.317561,-1.46292
1.0479,-0.342201,-1.4664
1.00669,-0.240815,-1.46384
1.02202,-0.150419,-1.46385
1.01562,-0.0621697,-1.46329
0.98245,0.0287396,-1.45781
0.992551,0.139327,-1.45922
1.04717,0.0401762,-1.46198
1.05317,0.157764,-1.46094
0.981326,0.24761,-1.45588
0.991765,0.322962,-1.45831
1.04792,0.250435,-1.45971
1.04888,0.355206,-1.45817
0.987249,0.404106,-1.45479
1.02828,0.46191,-1.4567
1.02583,0.557194,-1.45501
1.10945,-0.449325,-1.46757
1.20663,-0.45165,-1.4711
1.11424,-0.370991,-1.46788
1.09319,-0.259424,-1.46522
1.1981,-0.336674,-1.46977
1.17885,-0.24558,-1.46925
1.26019,-0.410457,-1.47524
1.26265,-0.237095,-1.47483
1.34477,-0.449728,-1.30951
1.43157,-0.444884,-1.31601
1.34866,-0.362673,-1.30834
1.33578,-0.268731,-1.30859
1.42122,-0.348688,-1.31627
1.41042,-0.249351,-1.31807
1.48239,-0.428152,-1.31397
1.60016,-0.425338,-1.12763
1.48313,-0.342654,-1.3135
1.57658,-0.32601,-1.1297
1.47944,-0.24144,-1.31589
1.66351,-0.341852,-1.12398
1.5778,-0.253722,-1.13199
1.69944,-0.433738,-1.12263
1.74171,-0.354306,-1.12024
1.71049,-0.246136,-1.12325
1.83826,-0.419037,-0.921726
1.86497,-0.240302,-0.91966
1.11602,-0.16528,-1.46357
1.10559,-0.0533345,-1.46389
1.20834,-0.139103,-1.4693
1.20788,-0.0465727,-1.46776
1.12025,0.0536607,-1.46352
1.14561,0.136933,-1.46552
1.20417,0.0430919,-1.46641
1.2253,0.136456,-1.46569
1.28629,-0.131231,-1.30768
1.28757,-0.0106757,-1.30422
1.27465,0.0580709,-1.30342
1.26839,0.152894,-1.29843
1.34596,-0.162099,-1.30949
1.32551,-0.0592524,-1.31136
1.42802,-0.163818,-1.31865
1.40062,-0.0686312,-1.31477
1.32849,0.136313,-1.30997
1.38205,0.0350415,-1.31207
1.39906,0.145691,-1.31155
1.11654,0.245349,-1.46125
1.1299,0.360041,-1.46183
1.193,0.22434,-1.46495
1.21074,0.332276,-1.46388
1.12679,0.469185,-1.45978
1.12392,0.546619,-1.4596
1.20805,0.43446,-1.46293
1.21011,0.530882,-1.46269
1.24572,0.257075,-1.46662
1.27558,0.249147,-1.30374
1.2725,0.323112,-1.29963
1.28284,0.429738,-1.3028
1.34182,0.238912,-1.30722
1.326,0.347552,-1.30748
1.42602,0.22114,-1.31388
1.40699,0.346418,-1.31229
1.34617,0.437037,-1.30479
1.32996,0.531311,-1.30469
1.41491,0.427856,-1.31054
1.41147,0.540384,-1.31124
