0.994591,-0.389295,-1.48988
0.993555,-0.389295,-1.48988
1.01088,-0.389295,-1.48988
1.0151,-0.389295,-1.48988
1.01549,-0.389295,-1.48988
1.0088,-0.389295,-1.48988
1.01495,-0.389295,-1.48988
1.01455,-0.389295,-1.48988
1.02999,-0.389295,-1.48988
1.02796,-0.389295,-1.48988
1.00654,-0.469981,-1.48907
1.01323,-0.469981,-1.48907
1.03105,-0.469981,-1.48907
1.02966,-0.469981,-1.48907
1.05081,-0.469981,-1.48907
1.04284,-0.469981,-1.48907
1.04678,-0.469981,-1.48907
1.05285,-0.469981,-1.48907
1.06694,-0.469981,-1.48907
1.06053,-0.469981,-1.48907
1.06675,-0.469981,-1.48907
1.06514,-0.469981,-1.48907
1.09235,-0.469981,-1.48907
1.08633,-0.469981,-1.48907
1.03177,-0.400344,-1.48877
1.03315,-0.400344,-1.48877
1.04731,-0.400344,-1.48877
1.04442,-0.400344,-1.48877
1.04597,-0.400344,-1.48877
1.05124,-0.400344,-1.48877
1.0612,-0.400344,-1.48877
1.06832,-0.400344,-1.48877
1.06197,-0.400344,-1.48877
1.06278,-0.400344,-1.48877
1.06968,-0.400344,-1.48877
1.09231,-0.400344,-1.48877
1.08852,-0.400344,-1.48877
1.08888,-0.400344,-1.48877
1.08973,-0.400344,-1.48877
1.09107,-0.400344,-1.48877
1.10765,-0.400344,-1.48877
1.11033,-0.400344,-1.48877
1.10776,-0.400344,-1.48877
0.98565,-0.310909,-1.48668
0.993135,-0.310909,-1.48668
1.00758,-0.310909,-1.48668
1.01243,-0.310909,-1.48668
1.01815,-0.310909,-1.48668
1.00972,-0.310909,-1.48668
1.03132,-0.310909,-1.48668
1.02691,-0.310909,-1.48668
1.03003,-0.310909,-1.48668
1.04025,-0.310909,-1.48668
0.997775,-0.238557,-1.48756
1.01499,-0.238557,-1.48756
1.01339,-0.238557,-1.48756
1.02729,-0.238557,-1.48756
1.02569,-0.238557,-1.48756
1.04271,-0.238557,-1.48756
1.0507,-0.238557,-1.48756
1.04432,-0.238557,-1.48756
1.06182,-0.238557,-1.48756
1.06644,-0.238557,-1.48756
1.05022,-0.309277,-1.48731
1.04768,-0.309277,-1.48731
1.06023,-0.309277,-1.48731
1.06586,-0.309277,-1.48731
1.06184,-0.309277,-1.48731
1.06224,-0.309277,-1.48731
1.06426,-0.309277,-1.48731
1.0611,-0.309277,-1.48731
1.09006,-0.309277,-1.48731
1.08257,-0.309277,-1.48731
1.09444,-0.309277,-1.48731
1.09192,-0.309277,-1.48731
1.09218,-0.309277,-1.48731
1.10575,-0.309277,-1.48731
1.10908,-0.309277,-1.48731
1.0278,-0.180308,-1.4842
1.03041,-0.180308,-1.4842
1.04788,-0.180308,-1.4842
1.03815,-0.180308,-1.4842
1.04747,-0.180308,-1.4842
1.04208,-0.180308,-1.4842
1.06246,-0.180308,-1.4842
1.06409,-0.180308,-1.4842
1.05823,-0.180308,-1.4842
1.0597,-0.180308,-1.4842
1.06393,-0.180308,-1.4842
1.06125,-0.180308,-1.4842
1.08959,-0.180308,-1.4842
1.08548,-0.180308,-1.4842
1.08821,-0.180308,-1.4842
1.08046,-0.180308,-1.4842
1.08997,-0.180308,-1.4842
1.08957,-0.180308,-1.4842
1.10805,-0.180308,-1.4842
1.10431,-0.180308,-1.4842
1.10282,-0.180308,-1.4842
1.11261,-0.465288,-1.48633
1.1054,-0.465288,-1.48633
1.11004,-0.465288,-1.48633
1.1255,-0.465288,-1.48633
1.12511,-0.465288,-1.48633
1.12867,-0.465288,-1.48633
1.12694,-0.465288,-1.48633
1.15094,-0.465288,-1.48633
1.14854,-0.465288,-1.48633
1.1433,-0.465288,-1.48633
1.16758,-0.465288,-1.48633
1.16181,-0.465288,-1.48633
1.18571,-0.465288,-1.48633
1.18586,-0.465288,-1.48633
1.12801,-0.407947,-1.48391
1.12725,-0.407947,-1.48391
1.12175,-0.407947,-1.48391
1.14556,-0.407947,-1.48391
1.14422,-0.407947,-1.48391
1.15101,-0.407947,-1.48391
1.14654,-0.407947,-1.48391
1.16716,-0.407947,-1.48391
1.16591,-0.407947,-1.48391
1.1616,-0.407947,-1.48391
1.16354,-0.407947,-1.48391
1.18651,-0.407947,-1.48391
1.18227,-0.407947,-1.48391
1.1841,-0.407947,-1.48391
1.18334,-0.407947,-1.48391
1.20912,-0.460427,-1.48028
1.22873,-0.460427,-1.48028
1.24964,-0.460427,-1.48028
1.2516,-0.460427,-1.48028
1.26907,-0.460427,-1.48028
1.26919,-0.460427,-1.48028
1.27045,-0.460427,-1.48028
1.2779,-0.460427,-1.48028
1.29728,-0.460427,-1.48028
1.29428,-0.460427,-1.48028
1.29116,-0.460427,-1.48028
1.21692,-0.392399,-1.48005
1.2098,-0.392399,-1.48005
1.20835,-0.392399,-1.48005
1.21413,-0.392399,-1.48005
1.21433,-0.392399,-1.48005
1.23326,-0.392399,-1.48005
1.231,-0.392399,-1.48005
1.24466,-0.392399,-1.48005
1.24631,-0.392399,-1.48005
1.25661,-0.392399,-1.48005
1.24997,-0.392399,-1.48005
1.27269,-0.392399,-1.48005
1.26988,-0.392399,-1.48005
1.26949,-0.392399,-1.48005
1.28665,-0.392399,-1.48005
1.28491,-0.392399,-1.48005
1.12756,-0.323764,-1.48212
1.12037,-0.323764,-1.48212
1.12792,-0.323764,-1.48212
1.12779,-0.323764,-1.48212
1.12346,-0.323764,-1.48212
1.14137,-0.323764,-1.48212
1.14438,-0.323764,-1.48212
1.14552,-0.323764,-1.48212
1.14718,-0.323764,-1.48212
1.14102,-0.323764,-1.48212
1.16472,-0.323764,-1.48212
1.16478,-0.323764,-1.48212
1.16176,-0.323764,-1.48212
1.16584,-0.323764,-1.48212
1.16098,-0.323764,-1.48212
1.18411,-0.323764,-1.48212
1.186,-0.323764,-1.48212
1.18417,-0.323764,-1.48212
1.18245,-0.323764,-1.48212
1.17932,-0.323764,-1.48212
1.20708,-0.323764,-1.48212
1.08982,-0.222852,-1.48097
1.10932,-0.222852,-1.48097
1.1257,-0.222852,-1.48097
1.12639,-0.222852,-1.48097
1.11874,-0.222852,-1.48097
1.11867,-0.222852,-1.48097
1.12325,-0.222852,-1.48097
1.13012,-0.222852,-1.48097
1.14111,-0.222852,-1.48097
1.14344,-0.222852,-1.48097
1.14518,-0.222852,-1.48097
1.16254,-0.222852,-1.48097
1.16813,-0.222852,-1.48097
1.16325,-0.222852,-1.48097
1.16762,-0.222852,-1.48097
1.18441,-0.222852,-1.48097
1.17788,-0.222852,-1.48097
1.18051,-0.222852,-1.48097
1.17654,-0.222852,-1.48097
1.21321,-0.301591,-1.4789
1.21026,-0.301591,-1.4789
1.21143,-0.301591,-1.4789
1.20612,-0.301591,-1.4789
1.23608,-0.301591,-1.4789
1.22979,-0.301591,-1.4789
1.22961,-0.301591,-1.4789
1.23183,-0.301591,-1.4789
1.23209,-0.301591,-1.4789
1.2501,-0.301591,-1.4789
1.24878,-0.301591,-1.4789
1.24357,-0.301591,-1.4789
1.25275,-0.301591,-1.4789
1.2486,-0.301591,-1.4789
1.27186,-0.301591,-1.4789
1.26388,-0.301591,-1.4789
1.2707,-0.301591,-1.4789
1.2698,-0.301591,-1.4789
1.27199,-0.301591,-1.4789
1.29237,-0.301591,-1.4789
1.28656,-0.301591,-1.4789
1.28769,-0.301591,-1.4789
